,Title,Company Name,Location,Date Of Puplication,skills,Salary,Requirements
120,Senior Odoo Developer,"Crevisoft Corporation  Maadi, Cairo, Egypt
1 month ago","Maadi, Cairo, Egypt",1 month ago,"Full Time
Experienced · 2 - 5 Yrs of Exp · IT/Software Development
· Information Technology (IT)
·
Python
· Software Development
· Programming
· Software Engineering
· Odoo ERP
· SQL
· HTML
· XML",23000 To 35000 EGP Per Month,"Job Requirements
• 2 - 5 years of experience
• Excellent programming logic and skills (Python, PostgreSQL, XML, HTML, CSS, Query and JavaScript)
• Excellent knowledge of relational database, SQL, and ORM.
• Database: PostgreSQL (with obiect-relational mapping)
• Framework: Odoo (ORM, Workflows, Report Engine, BI, Al)
• Develop and improve Apps
• Be responsible for what you develop
• Framework and/or front-end
• V.good English Reading & Writing
• Obiect-oriented programming language
• Collaboration platform: GitHub
• Basic knowledge of Linux.
• Fast solo learner.
Industry
Information Technology & Services
Employment Type
Full-time"
121,Web and Mobile App Developers,"InHouse World Ltd  Cairo, Egypt
2 months ago","Cairo, Egypt",2 months ago,"Full Time
Manager · 5 - 10 Yrs of Exp · IT/Software Development
· API
· .Net
· Computer Science
· JavaScript
· PHP
· Programming
· Software Development
· ASP.Net
· Software Engineering",Confidential,"Work experience as a Senior Web Developer
Expertise in at least one programming language, preferably Javascript, Ruby or PHP or Core ASP.net or and API and any languages can use to create (Subscription and Memberships and backend )
Solid knowledge of HTML/CSS
Experience with mockup and UI prototyping tools
Understanding of security practices
Familiarity with network diagnostics tools
Team management skills
BSc/MSc in Computer Science or relevant field"
122,Senior Full Stack Developer,"Robiquity  New Cairo, Cairo, Egypt
2 months ago","New Cairo, Cairo, Egypt",2 months ago,"Full Time
Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology
· Computer Science
· Full Stack
·
python Flask
· JavaScript
· SQL
· Software Development
· Information Technology (IT)",Confidential,"Python Flask experience is a must.
From 3 to 5 years of experience, demonstrate expertise in Python Flask, JavaScript, Bootstrap, HTML, CSS, and possess familiarity with .NET Framework, SQL, Rest APIs
Proven experience as a full stack developer or similar role in a commercial/business environment.
Solid experience working within an Agile development environment.
Competency in using Azure DevOps or similar project management tools.
Strong understanding of front-end and back-end web development best practices.
Excellent problem-solving skills and attention to detail."
123,IT expert Odoo Developer,"Confidential  Mohandessin, Giza, Egypt
2 months ago","Mohandessin, Giza, Egypt",2 months ago,"Full Time
Part Time
Freelance / Project
Experienced · 5 - 7 Yrs of Exp · IT/Software Development
· Information Technology (IT)
· Odoo
·
Python",Confidential,"Education 
Experience in IT
Experiance in Odoo"
124,Senior Data Modeler,"SSC Egypt  Cairo, Egypt
2 months ago","Cairo, Egypt",2 months ago,"Full Time
Experienced · 4 - 7 Yrs of Exp · IT/Software Development ·
Python
· Data
· Database",Confidential,"Previous experience as a data engineer or in a similar role
Technical expertise with data models, data mining, and segmentation techniques
Knowledge of programming languages  ( Python)
Hands-on experience with SQL database design
Great numerical and analytical skills
Degree in Computer Science, IT, or similar field; a Master’s is a plus"
125,Backend Lead,"Confidential  Giza, Egypt
2 months ago","Giza, Egypt",2 months ago,"Full Time
Manager · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology
· PHP
· Programming
·
Python
· Java
· Software Engineering
· Computer Science
· Information Technology (IT)",Confidential,"Bachelor’s degree in computer programming, computer science, or a related field.
More education or experience may be required.
Fluency or understanding of specific languages, such as Java, PHP, or Python, and operating systems may be required.
Strong understanding of the web development cycle and programming techniques and tools.
Focus on efficiency, user experience, and process improvement.
Excellent project and time management skills.
Strong problem solving and verbal and written communication skills.
Ability to work independently or with a group.
Willingness to sit at desk for extended periods."
126,Backend Developer - FastAPI with AuroraDB,"LuciDreams  London, United Kingdom
2 months ago","London, United Kingdom",2 months ago,"Full Time
Freelance / Project
Experienced · 7+ Yrs of Exp · IT/Software Development
· Artificial Intelligence
· backend
· Fastapi
·
Python
· MySQL",25000 To 60000 GBP Per Month,"Bachelor's degree in CS 
 3+ years of experience as a backend developer
 1+ year of experience with AuroraDB
 1+ year of experience with FastAPI
 Experience with artificial intelligence (AI) and machine learning (ML)
 Experience with building systems with generative LLMs
 If you are a highly skilled and experienced backend developer with a passion for building innovative systems, we encourage you to apply."
127,Frontend Software Engineer,"Confidential  Madinaty, Cairo, Egypt
2 months ago","Madinaty, Cairo, Egypt",2 months ago,"Full Time
Part Time
Work From Home
Experienced · 3+ Yrs of Exp · IT/Software Development
· React
· CSS
· HTML
· JavaScript
·
Python
· Design
· Software Development",18000 To 23000 EGP Per Month,"What qualities and qualifications are we looking for? 
You are obsessed with building elegant and performant experiences that deliver value.
You previously built web applications that you are eager to share with us.
You are open to continuously learn and more importantly teach.
You are disciplined with defined and balanced working and resting hours. You don't miss the early morning stand-up meetings.
You are humble enough to accept mundane technical tasks; and ambitious enough to challenge the state of the art.
You are pragmatic. You get things done with limited resources and strict deadlines. Still, you are continuously striving for quality and excellence.
You are fluent in English, Javascript, React, HTML, CSS and preferably Python.
You understand the overall system design, development lifecycle, security, and relevant backend technologies."
128,DevOps Engineer,"Softec Technologies  Cairo, Egypt
2 months ago","Cairo, Egypt",2 months ago,"Full Time
Experienced · 3 - 5 Yrs of Exp · IT/Software Development
· Computer Science
· DevOps
· Information Technology (IT)
· Java
· Software Development
· Unix
· Azure
· Engineering
· Docker",Confidential,"Bachelor's degree in Computer Science, Engineering, or a related field.
2+ years of experience in a DevOps role, with a focus on infrastructure automation, configuration management, and deployment.
Good experience with containerization technologies (Docker) and Azure DevOps.
Good experience in at least one programming language (Python, Ruby, Java, etc.).
Familiarity with continuous integration and continuous deployment tools such as Jenkins & CircleCI is a plus.
Good understanding of Linux/Unix operating systems and command-line tools.
Excellent troubleshooting and problem-solving skills.
Strong communication and collaboration skills, with the ability to work effectively in a team environment."
129,"Senior Full-Stack Developer(Nodejs, Vuejs)","Seoudi Supermarket  Sheikh Zayed, Giza, Egypt
2 months ago","Sheikh Zayed, Giza, Egypt",2 months ago,"Full Time
Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology
· Computer Science
· Information Technology (IT)
· MySQL
· Node.js
· PHP
· Programming
·
Python
· Software Development",Confidential,"Requirements:
 • Minimum 3 years of experience on node js and vue js .
• 3-5+ years’ experience developing performance-critical applications that run in a production environment using one of the backend languages/frameworks such as, NodeJS, PHP or Python
• Experience with Vue js and other JavaScript frameworks.
• Experience with SQL and NoSQL databases such as PostgreSQL, MySQL andMongoDB.
• Knowledge of REST API conventions, Docker, Postman, JIRA, GitHub and API documentation.
• Excellent problem-solving skills and critical mindset.
• Ability to learn new technologies and programming languages quickly.
• Great communication skills to work effectively with cross-functional teams and stakeholders.
• Experience with AWS and serverless infrastructure.
• Good understanding of the SOLID principles of object-oriented design
 Nice to have:
-Magento Experience
- Work experience with GraphQL.
- Work experience with Cloud Providers (AWS, Azure, Google Cloud).
 "
130,Senior .NET Full Stack Developer (.NET Core & Angular),"Lumin  Sheikh Zayed, Giza, Egypt
2 months ago","Sheikh Zayed, Giza, Egypt",2 months ago,"Full Time
Experienced · 4+ Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology
· ASP.NET
· ADO.NET
· C#.Net
· .NET
· .NEt Full Stack Developer
· Full Stack Developer
· java
·
Python","Confidential, Medical Insurance Social Insurance Yearly Bonus Hybrid Training Programs Team Building Activities","Requirements
Proven experience “4 years minimum” as a Full Stack Developer.
Proficiency with fundamental front end languages such as HTML, CSS and JavaScript.
Knowledge of multiple back-end languages (e.g. C#, .NET core, Java, Python) and JavaScript frameworks (e.g. Angular) with professionalism in C# is a MUST.
Experience with Microservices is a MUST.
2+ years of experience working in an Agile environment is a MUST.
Familiarity with database technology such as MS SQL, MySQL, Oracle and MongoDB.
Familiarity with web servers (e.g. IIS , Apache) and UI/UX design.
Excellent communication and teamwork skills
Great attention to detail
Organizational skills
An analytical mind"
131,Robotics & STEAM Instructor (for Kids),"EduZone  Cairo, Egypt
2 months ago","Cairo, Egypt",2 months ago,"Full Time
Part Time
Entry Level · 0 - 3 Yrs of Exp · Engineering - Mechanical/Electrical · Education/Teaching · Training/Instructor
· Arduino
· 3D Printing
· Instructor
· Education
· Programming
· Mechanical
· Robotics","5000 To 6500 EGP Per Month, 10-20 % Increase After 3 Months Based On Performance."," Outstanding Skills of dealing with kids/students
Professional User for Robotics / Arduino / Scratch / Python / App Inventor / Web Design
Good Knowledge of STEAM Concepts
Fluent in English
Excellent Teaching Skills
Work Conditions:
Locations: New Cairo or El Sheikh Zayed
Full Time:
5-6 Days per week
50% Day Shift (10:00-6:00 pm)
50% Night Shift (1:00-9:00 pm)
Contract: 18-24 Months
Salary: L.E. 4500-6500
Salary Increase: After 3 Months 10-20% based on performance
Social Insurance
No Transportations
Part-Time:
3-4 Days per week (including Weekend)
50% Day Shift (10:00-6:00 pm)
50% Night Shift (1:00-9:00 pm)
Contract: 12-18Months
Salary: L.E. 200-250 per day
Salary Increase: After 3 Months 10-20% based on performance
No Transportations"
132,Senior Business Consultant/ Manager,"CRIF EGYPT  Heliopolis, Cairo, Egypt
2 months ago","Heliopolis, Cairo, Egypt",2 months ago,"Full Time
Manager · 7 - 10 Yrs of Exp · Accounting/Finance
· Problem Solving
·
Python
· RFPs/ RFIs/Consulting Engagements
· French
· BFSI
· Banking",Confidential,"MINIMUM QUALIFICATION AND EXPERIENCE
University degree in Economics, Statistics, Engineering; (banking, insurance industry) 
MBA is a plus
Model development/ score cards development experience is a plus 
Thorough Knowledge of Banking Products, Risk Management, and Python Programming 
7-10 years minimum experience in a Consulting/Technology firm; comfortable in meetings at Mid – High Management level
Working knowledge and experience in BFSI solutions 
Working Knowledge in Risk Management
COMPETENCY REQUIREMENT
Mother-tongue Arabic, Fluent English, and French languages
Excellent communication, interpersonal, and stakeholder management skills
Team player, entrepreneurial approach, self-starter, and result orientation
Problem-solving skills, flexibility, multitasking
Capability to gain respect, build trust and develop good relationships with clients at the top management level
Excellent experience in credit management processes
Familiarity with Matrix-based organizations will be considered a plus"
133,Full Stack Developer,"Khales  Giza, Egypt
2 months ago","Giza, Egypt",2 months ago,"Full Time
Experienced · 1 - 3 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology
· back-end
· Agile
·
Python
· API
· Java
· Web Development
· Development
· Bootstrap",Confidential,"BSc degree in Computer Science or relevant field
Proven work experience as a Back-end developer 1 – 3 Years
Should have an exposure to a formal working environment with experience in Java development
In-depth understanding of the entire web development process (design, development and deployment)
JAVA, SPRING, C++,
KOTLIN & entry level for any database tool: ORACLE or MS SQL Server
Excellent analytical and time management skills
Teamwork skills with a problem-solving attitude"
134,"Senior Category Manager, GPO","Afaq  Logistics Branch  Riyadh, Saudi Arabia
16 days ago","Riyadh, Saudi Arabia",16 days ago,"Full Time
Not specified · Business Development · Marketing/PR/Advertising · Sales/Retail
· marketing
· sales
· sales skills
· advertising
· engineering
· finance
· operations",Confidential,Null
135,Applications team lead,"Dataloop Ltd  Abu Dhabi, United Arab Emirates
21 days ago","Abu Dhabi, United Arab Emirates",21 days ago,"Full Time
Not specified · IT/Software Development · Quality · Engineering - Telecom/Technology
· Information Technology (IT)
· Computer Science
· Software Development
· Software Engineering
· Computer Engineering
· Agile
· MVC",Confidential,Null
136,Senior Application Developer (QuickBase),"Pixelogic Media Partners, LLC  Cairo, Egypt
29 days ago","Cairo, Egypt",29 days ago,"Full Time
Not specified · Business Development · IT/Software Development · Engineering - Telecom/Technology
· Information Technology (IT)
· Computer Science
· Software Development
· Software Engineering
· javaScript
· SQL
· CSS",Confidential,Null
137,Senior Full Stack Developer (Angular / Java),"TRIMETIS  Maadi, Cairo, Egypt
32 minutes ago","Maadi, Cairo, Egypt",32 minutes ago,"Full Time
Work From Home
Experienced · 6 - 10 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology
· Computer Science
· Information Technology (IT)
· Java
· JavaScript
· Communication skills
· Software Development
· Angular
· Full Stack",Confidential,"Proven experience as a Full Stack Developer or similar role
Experience developing desktop and mobile applications
Familiarity with common stacks
Knowledge of multiple front-end languages and libraries (e.g. HTML/ CSS, JavaScript, XML, jQuery)
Knowledge of multiple back-end languages (e.g. C#, Java, Python) and JavaScript frameworks (e.g. Angular, React, Node.js)
Familiarity with databases (e.g. MySQL, MongoDB), web servers (e.g. Apache), and UI/UX design
Excellent communication and teamwork skills
Great attention to detail
Organizational skills
An analytical mind
Degree in Computer Science, or a relevant field
Very Good command of English.
Technical requirements:
Experienced in modern front end framework (Angular5+, bonus points for latest versions of Angular)
Preferred development experience with Typescript.
Significant experience with CSS preprocessors (LESS/Sass)
Ability to write high-performance, reusable code for UI components.
In-depth experience with modern responsive web design.
Knowledge of native DOM and Event APIs
Knowledgeable with Git
Experienced in Reactive programming
Experience in J2EE Application
+3 years of experience with latest versions of Spring Framework
Knowledge of Web Servers Apache Tomcat / WebSphere
Significant experience with Database: Oracle
Perform a test code with Junit
Experience with JPA and Hibernate
Knowledge of Jenkins, Sonar and Testing/QA assurance
Experience with WebServices SOAP and REST
Broad knowledge of different components and tools available in the market and pros and cons of them
Nice to have:
Experience in Financial services
Experience in OWASP security measures
Linux, *nix
NodeJS experience
Financial services experience
Experience with Webpack
Experience with web site/app security
Native and Hybrid programming
NgRx library"
138,Senior Data Engineer,"Erada  Maadi, Cairo, Egypt
20 hours ago","Maadi, Cairo, Egypt",20 hours ago,"Full Time
Experienced · 4 - 6 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology
· Engineering
· Computer Science
· Information Technology (IT)
· Software Development",0 To 0 EGP Per Month,"1. Bachelor's or master's degree in Computer Science, Engineering, or a related field. 
2. Proven experience as a Data Engineer or similar role, with a minimum of 6 years of hands-on experience in designing and implementing data solutions, preferably in the financial services industry.
 3. Strong programming skills in languages such as Python, Java, or Scala, with experience in working with data processing frameworks (e.g., Spark, Hadoop). 
4. Proficient in SQL and experience with relational and NoSQL databases. 
5. Solid understanding of data modeling concepts and experience with data modeling tools. 
6. Experience with cloud-based data technologies, such as AWS (Amazon Web Services), Azure, or Google Cloud Platform.
7. Strong knowledge of data integration and ETL tools and techniques. 
8. Familiarity with data governance, data security, and privacy best practices, particularly in the context of financial services. 
9. Excellent problem-solving and analytical skills, with a strong attention to detail.
 10. Effective communication and collaboration skills, with the ability to work in cross-functional teams. 
11. Proven ability to lead and mentor junior team members."
139,Technical Lead Full Stack,"webSTDY  Mohandessin, Giza, Egypt
24 hours ago","Mohandessin, Giza, Egypt",24 hours ago,"Full Time
Experienced · 5 - 7 Yrs of Exp · IT/Software Development · Operations/Management · Engineering - Telecom/Technology
· Computer Science
· Full Stack
· Information Technology (IT)
· HTML
· CSS
· jQuery
· JavaScript",Confidential,"Proven experience as a Full Stack Developer or similar role
Experience developing desktop and mobile applications
Familiarity with common stacks
Knowledge of multiple front-end languages and libraries (e.g. HTML/ CSS, JavaScript, XML, jQuery)
Knowledge of multiple back-end languages (e.g. C#, Java, Python) and JavaScript frameworks (e.g. Angular, React, Node.js)
Familiarity with databases (e.g. MySQL, MongoDB), web servers (e.g. Apache), and UI/UX design
Excellent communication and teamwork skills
Great attention to detail
Organizational skills
An analytical mind
Degree in Computer Science, Statistics or a relevant field
Ability to develop and execute a technical vision focusing on business value."
140,Clinical Web Applications Junior Support Specialist,"Egypt HiTech  Mansoura, Dakahlia, Egypt
2 days ago","Mansoura, Dakahlia, Egypt",2 days ago,"Full Time
Entry Level · Customer Service/Support · IT/Software Development
· Microsoft Certified Professional
· Microsoft SQL Server
· C#",Confidential,"1. Strong command of the English language. Clear fluent spoken and written English with excellent communication skills (essential) 
2. Bachelor’s degree or equivalent in computer science 
3. Knowledge of web applications and software development lifecycle 
4. Knowledge of any of the following: 
a. Microsoft SQL Server 
b. Microsoft C# 
c. Python 
d. JavaScript 
e. Microsoft Azure 
Make sure to answer all 4 questions!
   "
141,Senior Odoo Developer,"Confidential  Cairo, Egypt
2 days ago","Cairo, Egypt",2 days ago,"Full Time
Experienced · 3 - 7 Yrs of Exp · IT/Software Development
· Odoo ERP
· Odoo Development
· Git
· CSS
· JavaScript
· HTML
· Linux Operating System
· Software Development",Confidential,"Education Background
Bachelor’s degree in IT or computer science or relevant.
Work Experience in same position from 4 - 7 years is Must
Technical Skills
Excellent understanding of Odoo framework.
Strong knowledge of Odoo Stack Technologies (i.e., Python, JavaScript, HTML, CSS, XML, PostgreSQL etc.)
Strong understanding of Odoo module building and troubleshooting.
Excellent knowledge of database administration.
Strong experience in versioning tools like Git and CD/CI tools like Jenkins etc.
Knowledge of Linux operating system.
Knowledge of Cloud technologies
Application development knowledge is an added advantage.
Data Analysis and reporting
Techno-functional expertise.
Benefits
Social & Medical Insurance.
Flexible working hours"
142,Senior Applications Developer (.Net),"Confidential  New Cairo, Cairo, Egypt
3 days ago","New Cairo, Cairo, Egypt",3 days ago,"Full Time
Experienced · 4 - 7 Yrs of Exp · IT/Software Development
· Agile
· .Net
· ASP.Net
· Computer Science",Confidential,"Familiarity with the ASP.NET framework, SQL Server and design/architectural patterns clean code DDD (e.g. Domain Driven Design)
Must have experience in Python, SQL and JavaScript
Experience in Frappe Framework is a plus
Knowledge of at least one of the .NET languages (e.g. C#, Visual Basic .NET) and HTML5/CSS3
Familiarity with architecture styles/APIs (REST, RPC)
Understanding of Agile methodologies (SCRUM)
Construction field background is a plus.
Integration experience with SAP ERP is a plus
Strong knowledge and hands on experience in data migration and APIs"
143,Java Developer,"Dolf  Heliopolis, Cairo, Egypt
7 days ago","Heliopolis, Cairo, Egypt",7 days ago,"Full Time
Experienced · 3 - 5 Yrs of Exp · IT/Software Development
· Computer Science
· CSS
· HTML
· Information Technology (IT)
· Software Engineering
· Java
· JavaScript
· PHP
· Software",Confidential,"Requirements:
Bachelor’s degree in computer science, Software Engineering, or a related field (or equivalent work experience).
Proven track record of at least 3 years working as a Java Developer with hands-on experience in Spring framework and WSO2 integration.
Strong proficiency in Java programming language and a solid understanding of object-oriented concepts.
Extensive knowledge and hands-on experience with the Spring framework, including Spring Boot, Spring MVC, and Spring Data.
Strong understanding of RESTful architecture and experience in developing RESTful APIs and microservices.
In-depth knowledge of the WSO2 platform, including its API management, identity management, and enterprise integration capabilities.
Familiarity with web services, SOAP, and related technologies.
Proficiency in SQL and experience with relational databases such as MySQL or Oracle.
Experience with version control systems (e.g., Git) and build tools (e.g., Maven, Gradle).
Solid understanding of software development best practices, design patterns, and coding standards.
Strong problem-solving skills and the ability to troubleshoot complex issues efficiently.
Excellent communication and collaboration skills, with the ability to work effectively in a team environment.
A Plus Skills:
Web server administration is a plus.
Familiar with Linux commands is a plus.
Experience with other Java frameworks such as Hibernate or Apache Struts.
Familiarity with cloud platforms (e.g., AWS, Azure) and containerization technologies (e.g., Docker, Kubernetes).
Knowledge of front-end technologies such as HTML, CSS, JavaScript, and Angular or React frameworks.
Knowledge of front-end frameworks such as React or Angular.
Experience in any of the PHP frameworks like (Laravel, CodeIgniter, …) or CMS (Drupal, …).
experience working with MySQL Databases.
knowledge of MySQL database management and administration.
Proficiency in SQL and experience in writing complex queries, stored procedures, and functions.
Familiarity with query optimization techniques and performance tuning.
Experience in database security, backup, and recovery procedures.
Knowledge of database design principles, normalization, and indexing.
Understanding of relational database concepts and best practices.
Experience with other database management systems, such as PostgreSQL or Oracle.
Knowledge of database monitoring and management tools.
Familiarity with cloud-based database services, such as Amazon RDS or Azure Database.
Understanding of data warehousing and business intelligence concepts.
Experience with scripting languages, such as Python or Bash."
144,Senior Quality Control,"Salem Ventures  New Cairo, Cairo, Egypt
8 days ago","New Cairo, Cairo, Egypt",8 days ago,"Full Time
Experienced · 4 - 7 Yrs of Exp · IT/Software Development · Quality · Engineering - Telecom/Technology
· Computer Science
· ISTQB
· QA
· quality
· Quality Assurance
· Quality Control
· Software","Confidential, Attractive Salary , Medical Insurance , Social Insurance","Bachelor's degree in Computer Science, Information Systems, or a related field.
3+ years of experience in software testing, with a focus on manual and automated testing.
ISTQB certification is must .
Strong hand-on experience Automation tester 
Strong understanding of software development lifecycle and testing methodologies.
Experience with testing tools such as JIRA, Selenium, Appium, TestNG, etc.
Experience in coding with at least one scripting language (Java, Python, etc.).
Knowledge of SQL and database testing.
Strong QNA Experience
Excellent verbal and written communication skills.
Ability to work independently and as part of a team."
145,data analysis,"Care Services EG  Abbassia, Cairo, Egypt
9 days ago","Abbassia, Cairo, Egypt",9 days ago,"Full Time
Entry Level · 2 - 4 Yrs of Exp · IT/Software Development · Analyst/Research
· Analysis
· Data Analysis
· Information Technology (IT)
· Computer Science",Confidential,"BS in Mathematics, Economics, Computer Science, Information Management or Statistics.
2 to 4 years of experience in business analysis & data analysis.
Excellent Command of English.
IT background.
High Command of report generating software (Power BI, Tableau or SSRS).
Good Knowledge of analytic/programming languages like SQL, Python or R.
Knowledge of statistics and experience using statistical packages for analyzing datasets (Excel, SPSS, SAS etc…).
Strong analytical skills with the ability to collect, organize, analyze, and disseminate significant amounts of information with attention to detail and accuracy."
146,Business Analyst,"Confidential  New Cairo, Cairo, Egypt
10 days ago","New Cairo, Cairo, Egypt",10 days ago,"Full Time
Experienced · 5 - 15 Yrs of Exp · Business Development · IT/Software Development
· Analysis
· BI
· business
· Business Analysis
· SQL
· Tableau",Confidential,"Bachelors degree in business or related field.
5+ years of experience in business analysis, managing Mobile & Web applications implementations in large scale organization(s).
Exceptional analytical and conceptual thinking skills.
The ability to influence stakeholders and work closely with them to determine acceptable solutions.
Excellent documentation and comprehension skills.
Fundamental analytical and conceptual thinking skills.
Experience creating detailed reports and giving presentations.
Competency in Microsoft applications including Word, Excel, Power point and Visio.
Working experience with SQL applications/queries and data/reporting platforms.
Proficiency in data manipulation, analysis, and visualization tools (e.g., SQL, Excel, Tableau, Power BI, Python, R).
Excellent planning, organizational, and time management skills."
147,ML Customer engineering,"Dataloop Ltd  Abu Dhabi, United Arab Emirates
27 days ago","Abu Dhabi, United Arab Emirates",27 days ago,"Full Time
Not specified · Customer Service/Support · IT/Software Development · Engineering - Telecom/Technology
· Customer Support
· Customer Service
· Engineering
· Customer Care
· Information Technology (IT)
· Computer Science
· Technical Support",Confidential,Null
148,Mobile Developer,"Dakkaken  Cairo, Egypt
12 days ago","Cairo, Egypt",12 days ago,"Full Time
Experienced · 4 - 7 Yrs of Exp · IT/Software Development
· Angular
· Full Stack
· Java
· JavaScript
· jQuery
· CSS
· HTML
· MySQL
· React",Confidential,"Proven experience as a Full Stack Developer or similar role
Experience developing desktop and mobile applications
Familiarity with common stacks
Knowledge of multiple front-end languages and libraries (e.g. HTML/ CSS, JavaScript, XML, jQuery)
Knowledge of multiple back-end languages (e.g. C#, Java, Python) and JavaScript frameworks (e.g. Angular, React, Node.js)
Familiarity with databases (e.g. MySQL, MongoDB), web servers (e.g. Apache) and UI/UX design
Excellent communication and teamwork skills
Great attention to detail
Organizational skills
An analytical mind
Degree in Computer Science, Statistics or relevant field"
149,Operations Geoscientists,"Saudi Geophysical  Riyadh, Saudi Arabia
23 hours ago","Riyadh, Saudi Arabia",23 hours ago,"Full Time
Not specified · C-Level Executive/GM/Director
· drilling
· geosteering
· geological
· geosteer
· geoscientists",Confidential,Null
150,Instructor for Kids (Ages 7-14),"CodeTreps  Mahta Alraml, Alexandria, Egypt
13 days ago","Mahta Alraml, Alexandria, Egypt",13 days ago,"Full Time
Experienced · 1+ Yrs of Exp · IT/Software Development · Education/Teaching · Training/Instructor
· Education
· Instructor
· Kids
· Teaching
· teaching kids
· Computer Science
· coding",Confidential,"What we are looking for:
You have previous experience with  teaching kids (ages 7 - 14), and are quite comfortable managing a class of kids as young as 7 years old.
 You measure success at teaching by how engaged the learners are, how much fun they're having, and how well they understood and grasped the concepts being taught, rather  than how much of the syllabus was covered in a class (we have kids asking us for classes lasting longer cos they love them, and some even say that they'd like to come to their CodeTreps classes instead of school, and this is the kind of experience we expect to be delivered to our young learners).
 You have background in Coding/Computer Science  (even through self study, freelance work, or any courses taken).
 You are comfortable with public speaking and presenting to crowds (maybe even enjoy it) both in  Arabic and English
 Very good spoken English.
 You will even be a greater fit if you (optional):
Have some professional experience with coding (even through freelance work or internships)
Have a reasonable background in entrepreneurship concepts.
Have background in any of the following: Scratch, Pictoblocks, Code.org, Python, JavaScript, App Inventor, IoT, or Electronic Circuits.
Enrolled or worked with kids on coding competitions.
What we offer:
A chance to teach foundational essential skills to kids, and set them up for building great things  in the future, in a healthy environment where you will be able to be  yourself and have fun while doing it! Who knows? Maybe what you teach will inspire you to build the next big thing!
 A dream that you will grow with across the Middle East, or even the World!
 A culture that encourages and helps with growth and personal development.
 A location in the heart of Alexandria, 10 minutes walk from the heart of Downtown.
 A competitive salary that grows as we grow together
 You'll be a member of our founding team, aimed to lead and help create the regional team that will establish a future vision that spans across the MENA region."
151,Senior Full Stack Developer,"Paymint  Maadi, Cairo, Egypt
13 days ago","Maadi, Cairo, Egypt",13 days ago,"Full Time
Experienced · 3 - 5 Yrs of Exp · IT/Software Development · Engineering - Telecom/Technology · Engineering - Other
· developer
· Full Stack Developer
· Information Technology (IT)
· JavaScript
· Software Development
· Computer Science
· senior",Confidential,"· Proven experience as a Full Stack Developer or similar role
· Familiarity with common stacks but mainly with “LAMP” stack
· Experience with AWS technologies and application deployment using containers (e.g. Docker) is a plus.
· Knowledge of multiple front-end languages and libraries (e.g. HTML/ CSS, JavaScript, XML, jQuery)
· Knowledge of multiple back-end languages (e.g. PHP “+Laravel Framework”, Python, Node.JS) and JavaScript frameworks (e.g. Vue, Angular, React)"
152,Group Digital Platform Specialist,"Mediclinic International  Dubai, United Arab Emirates
3 days ago","Dubai, United Arab Emirates",3 days ago,"Full Time
Not specified · Writing/Editorial · Marketing/PR/Advertising · Media/Journalism/Publishing
· marketing
· social media
· digital marketing
· e-marketing
· google analytics
· html
· digital",Confidential,Null
153,Group Cloud Solutions Engineer,"Mediclinic International  Dubai, United Arab Emirates
3 days ago","Dubai, United Arab Emirates",3 days ago,"Full Time
Not specified · IT/Software Development · Sales/Retail · Engineering - Telecom/Technology
· Computer Science
· Information Technology (IT)
· Engineering
· Cloud
· Computer Engineering
· Presales
· B2B",Confidential,Null
154,Senior network engineer,"Dautom  Sharjah, United Arab Emirates
3 days ago","Sharjah, United Arab Emirates",3 days ago,"Full Time
Not specified · IT/Software Development · Engineering - Telecom/Technology · Engineering - Mechanical/Electrical
· Engineering
· Information Technology (IT)
· Computer Science
· Software Engineering
· Software Development
· Computer Engineering
· Electrical Engineering",Confidential,Null
155,Project Engineering Intern (Summer 24),"Arpatech  Medina, Saudi Arabia
3 days ago","Medina, Saudi Arabia",3 days ago,"Full Time
Not specified · Engineering - Construction/Civil/Architecture · Project/Program Management · Engineering - Mechanical/Electrical
· Engineering
· Project Management
· Mechanical Engineering
· Civil Engineering
· Electrical Engineering
· AutoCAD
· Architecture",Confidential,Null
156,Software Engineer - Intern,"Dubizzle Limited  Dubai, United Arab Emirates
5 days ago","Dubai, United Arab Emirates",5 days ago,"Full Time
Not specified · IT/Software Development · Quality · Engineering - Telecom/Technology
· Information Technology (IT)
· Computer Science
· Software Development
· Software Engineering
· Engineering
· Computer Engineering
· Software",Confidential,Null
157,Senior Software Support Engineer,"Luxoft  Cairo, Egypt
6 days ago","Cairo, Egypt",6 days ago,"Full Time
Not specified · IT/Software Development · Quality · Engineering - Telecom/Technology
· Information Technology (IT)
· Computer Science
· Software Engineering
· Software Development
· Engineering
· SQL
· Computer Engineering",Confidential,Null
